kume,dosya,etiket,maske_alani,fallback,lfr_raw,p_raw,lfr_roi,p_roi,lfr_lung,p_lung
RSNA,b26151b2-5f68-4af1-9730-4d608dfde81a.dcm,1,0.1331024169921875,False,0.00475403293967247,0.9999661445617676,0.0021527037024497986,0.9977872371673584,0.9636216759681702,0.9999847412109375
RSNA,e48a77e5-d627-41c2-b82d-30677644e885.dcm,1,0.16382217407226562,False,0.0,0.9999610185623169,0.0,0.9999639987945557,0.9441458582878113,0.9999699592590332
RSNA,bcff3700-de7c-42c2-be5d-1c95d008966a.dcm,1,0.2046966552734375,False,0.0066028013825416565,0.98895263671875,0.02454408071935177,0.2697601318359375,0.9943851232528687,0.9999667406082153
RSNA,c69ffd64-16bf-4237-b169-f7bab69978e4.dcm,1,0.1832427978515625,False,0.0,0.9999717473983765,0.00311139109544456,0.9999862909317017,0.9669432044029236,0.9999880790710449
RSNA,16fecf77-f64c-4a80-94e9-4eaa27b78aec.dcm,1,0.21892547607421875,False,0.0,0.9999860525131226,0.0,0.9999901056289673,0.9501197338104248,0.9999902248382568
RSNA,b28af7c9-9cb3-4cd9-8261-0d1815d1609e.dcm,1,0.16635513305664062,False,0.0,0.999993085861206,0.2846635580062866,0.9999921321868896,0.9525034427642822,0.9999908208847046
RSNA,002cb550-2e31-42f1-a29d-fbc279977e71.dcm,1,0.17940521240234375,False,0.003041035495698452,0.9999669790267944,0.06323893368244171,0.9999736547470093,0.9814125895500183,0.9999490976333618
RSNA,b154363c-2aa3-4f9d-a0f3-99e32ca63289.dcm,1,0.22885894775390625,False,0.0,0.9997177720069885,0.0,0.9999513626098633,0.9724161624908447,0.999984860420227
RSNA,97d6840c-f844-4a1d-ab3e-85f642834696.dcm,1,0.24175262451171875,False,0.0,0.9999841451644897,0.005555293057113886,0.9999752044677734,0.9814319014549255,0.9999839067459106
RSNA,b396e6cc-f447-49bd-9b86-c75c778f1e35.dcm,1,0.2975311279296875,False,0.0,0.9998082518577576,0.008029770106077194,0.9997865557670593,0.9712892770767212,0.9999408721923828
RSNA,3d505bb2-544e-4e2d-8859-ef33bf31c49f.dcm,1,0.20289993286132812,False,0.067503921687603,0.9999855756759644,0.27199748158454895,0.999962568283081,0.984706461429596,0.9999328851699829
RSNA,23aa6468-59f9-4ace-b656-9fea8d64764a.dcm,1,0.1437225341796875,False,0.0,0.9999864101409912,0.03986211121082306,0.9999715089797974,0.9936884641647339,0.9999755620956421
RSNA,3cf4dbff-f5ff-407e-b902-be8040ed992a.dcm,1,0.2925910949707031,False,0.000892787822522223,0.9999747276306152,0.01329057663679123,0.9999752044677734,0.9423108696937561,0.999977707862854
RSNA,dc5bd0b3-050a-42a3-b09e-bec480039d6f.dcm,1,0.21606826782226562,False,0.0,0.9999608993530273,0.0,0.9999878406524658,0.9192348122596741,0.9999480247497559
RSNA,8732a404-be54-4ab6-809f-b92b3dde6e63.dcm,1,0.2490081787109375,False,0.004882349167019129,0.9999798536300659,0.01071125827729702,0.9999911785125732,0.9626662731170654,0.999983549118042
RSNA,a058e58a-be32-4941-86ce-b01a36285658.dcm,1,0.2783851623535156,False,0.0015435580862686038,0.9999842643737793,0.028747517615556717,0.9999878406524658,0.9884979724884033,0.9999880790710449
RSNA,bcc62394-8f62-47a6-a67a-316558298c49.dcm,1,0.1688232421875,False,0.0,0.9999147653579712,0.0009185740491375327,0.9996806383132935,0.9396769404411316,0.9999502897262573
RSNA,f79fc759-fde0-4e2e-8951-26ac8af5ef89.dcm,1,0.2328033447265625,False,0.0,0.9999854564666748,0.001204302883706987,0.999985933303833,0.896362841129303,0.999984860420227
RSNA,47ec1b70-a18d-4c98-a313-4999a4059742.dcm,1,0.19710922241210938,False,0.0,0.9999860525131226,0.013320926576852798,0.9999822378158569,0.9598619341850281,0.9999858140945435
RSNA,37a1e5df-1309-40c2-b943-0d347681258b.dcm,1,0.205291748046875,False,0.0,0.9996799230575562,0.031590767204761505,0.9998109936714172,0.9497466087341309,0.9999608993530273
RSNA,30d44656-0af9-4870-b43c-f83de6cd8f2e.dcm,1,0.31941986083984375,False,0.0,0.0022897336166352034,0.001599024748429656,0.001478069694712758,0.9910339713096619,0.0024463143199682236
RSNA,06a4f477-34ca-4625-945b-81bfa9e77273.dcm,1,0.21074295043945312,False,0.0,0.9997268319129944,0.0,0.9994219541549683,0.9453160166740417,0.9999710321426392
RSNA,b680c111-22a5-4ad1-94b7-34e866815e79.dcm,1,0.17319107055664062,False,0.001287966500967741,0.9997653365135193,0.0,0.9994040727615356,0.9928680062294006,0.9999827146530151
RSNA,72a6910e-c0f2-422e-988b-dcbf1450f0e6.dcm,1,0.18403244018554688,False,0.002170492196455598,0.9999750852584839,0.0,0.9999856948852539,0.9460729360580444,0.9999841451644897
RSNA,d5555a76-3191-4a05-a1d9-3e11f4c8d045.dcm,1,0.21781539916992188,False,0.0,0.9999890327453613,0.0,0.9999860525131226,0.939333975315094,0.9999836683273315
RSNA,ccd24f2e-dfe9-4a26-9c84-0caa0b67cbdc.dcm,1,0.19533920288085938,False,0.2311340868473053,0.9999405145645142,0.33361873030662537,0.999752938747406,0.8833192586898804,0.8091251254081726
RSNA,395738ff-53d2-42e6-aa6d-a01e4a07f01f.dcm,1,0.23084640502929688,False,0.01784316822886467,0.9999593496322632,0.0,0.9999713897705078,0.9966122508049011,0.9999814033508301
RSNA,9a05ffb1-0988-4f71-89a3-2eac51deb62e.dcm,1,0.23891448974609375,False,7.892269059084356e-05,0.9999825954437256,0.0,0.9999798536300659,0.9739974141120911,0.9999762773513794
RSNA,0ca8314a-88e7-4661-b5fd-3bdee5fc2616.dcm,1,0.19482421875,False,0.0,0.9999635219573975,0.0004509019781835377,0.9999324083328247,1.0,0.999974250793457
RSNA,9edc3935-3942-48c0-8666-bc5857f24aec.dcm,1,0.1947479248046875,False,0.003477676771581173,0.9999138116836548,0.0,0.9998726844787598,0.9829864501953125,0.9999847412109375
RSNA,1b3bc37d-dfa7-4dee-a7dc-18008b346586.dcm,1,0.1828155517578125,False,0.0,0.9999637603759766,0.0,0.9999823570251465,0.9909597039222717,0.9999833106994629
RSNA,0a578f72-dced-4550-8851-d8005549b724.dcm,1,0.32578277587890625,False,0.10350435972213745,0.9999463558197021,0.11862929165363312,0.9998304843902588,0.9814308285713196,0.0009104121127165854
RSNA,3d7fb4b4-5e62-4591-aa4d-cbbc1ca3ffb7.dcm,1,0.34743499755859375,False,0.0,0.9283643364906311,0.0018320223316550255,0.9998749494552612,0.9498110413551331,0.9957230091094971
RSNA,a1733f0f-0822-4ca1-8e60-cb3981a7f7e8.dcm,1,0.2545280456542969,False,0.0002702768542803824,0.9999908208847046,0.006115399766713381,0.999987006187439,0.9920902252197266,0.9999876022338867
RSNA,42c5154e-192b-4b06-baab-ebecff1d2eed.dcm,1,0.19193267822265625,False,0.0004348004003986716,0.9999854564666748,0.0,0.9999885559082031,0.7951130270957947,0.9999784231185913
RSNA,6aefeac2-d497-47c9-939d-5558d039ae1a.dcm,1,0.1986083984375,False,0.0023069719318300486,0.9996585845947266,0.0071077109314501286,0.21859580278396606,0.8285796642303467,0.9999676942825317
RSNA,b24c6410-39a2-467f-9994-c933af83d198.dcm,1,0.18767547607421875,False,0.0013186860596761107,0.9999796152114868,0.0,0.9999792575836182,0.9689610600471497,0.9999314546585083
RSNA,fbde1e4d-650b-4ac5-8921-65510589656c.dcm,1,0.22425460815429688,False,0.0,0.9999860525131226,0.2814391255378723,0.9999866485595703,0.9917097687721252,0.9999901056289673
RSNA,3b081d12-6804-4a33-85cd-712a886e4e01.dcm,1,0.19522857666015625,False,0.006097943522036076,0.9999752044677734,0.03641024976968765,0.9999833106994629,0.9953477382659912,0.9999799728393555
RSNA,5774a68f-e370-4522-a1c2-cc03e2bfb3b6.dcm,1,0.2209320068359375,False,0.0,0.9999485015869141,0.0,0.999958872795105,0.9345279335975647,0.9999878406524658
RSNA,b181eb13-a6b0-4576-afcd-0e23c90723ba.dcm,1,0.19223785400390625,False,0.0,0.9999549388885498,0.0,0.9999548196792603,0.9575664401054382,0.9999802112579346
RSNA,ea97a1ff-8582-4f89-be4f-b8cfd2eb73b1.dcm,1,0.24670791625976562,False,0.027652626857161522,0.9999874830245972,0.037503939121961594,0.9999853372573853,0.9724568724632263,0.9999828338623047
RSNA,0bc7f47a-ecea-4b66-811e-096004721a63.dcm,1,0.25681304931640625,False,0.0005265885847620666,0.9999603033065796,0.0,0.9999856948852539,0.9457122683525085,0.999987006187439
RSNA,57bffc6f-1656-45a2-9e49-e28d1dcbeee1.dcm,1,0.15067672729492188,False,0.0,0.9999850988388062,0.25141188502311707,0.9999816417694092,0.9827582836151123,0.9999874830245972
RSNA,63271b16-59f1-46db-af92-63570f893222.dcm,1,0.24195098876953125,False,0.0,0.9999845027923584,0.0,0.9999812841415405,0.6996027827262878,0.9999890327453613
RSNA,b435cc3a-cc81-4361-ac91-235b4150265e.dcm,1,0.231292724609375,False,0.0,0.999962568283081,0.022401586174964905,0.9999595880508423,0.9993746876716614,0.9999829530715942
RSNA,831259b0-87f1-41d2-8968-d8a57914eb3b.dcm,1,0.24640274047851562,False,0.0010473181027919054,0.9898648858070374,0.26711007952690125,0.012134027667343616,0.9878333806991577,0.9999746084213257
RSNA,73dec8bd-601a-4cbe-9ae8-336c5cbd77e2.dcm,1,0.2578239440917969,False,0.0002239396417280659,0.9999682903289795,0.028576401993632317,0.9999892711639404,0.9924708008766174,0.9999897480010986
RSNA,b28ef305-54b7-4a24-9edc-00eb8e13d649.dcm,1,0.22051239013671875,False,0.0003395764506421983,0.9998950958251953,0.0,0.9999818801879883,0.9658380746841431,0.9999886751174927
RSNA,35dc2301-0e1e-4d37-8926-350cd1be37ca.dcm,1,0.17745208740234375,False,0.002871294505894184,0.9999707937240601,0.0,0.9999876022338867,0.991894543170929,0.9999873638153076
RSNA,b020af54-1c80-4f36-829e-a5c9515802fd.dcm,1,0.14516448974609375,False,0.0,0.9999786615371704,0.0,0.9999790191650391,0.8902171850204468,0.9999827146530151
RSNA,05212f46-32b5-4350-812b-2bab7509d93f.dcm,1,0.29479217529296875,False,0.0,0.9999901056289673,0.0002858871594071388,0.9999794960021973,1.0,0.9999586343765259
RSNA,b1046f7e-c90f-4043-a678-087754decbd9.dcm,1,0.24160385131835938,False,0.00019236643856856972,0.9999841451644897,0.23848125338554382,0.9999858140945435,0.9401794075965881,0.999980092048645
RSNA,3b3e5b7a-83b7-44e9-8da0-7ca48f13486d.dcm,1,0.22245407104492188,False,0.0023534551728516817,0.9999750852584839,0.04660613462328911,0.9999430179595947,0.9635512232780457,0.9999730587005615
RSNA,3aa0d0a3-61f9-461d-b160-f2f15f5b3394.dcm,1,0.14323806762695312,False,7.726463081780821e-05,0.999971866607666,0.019678734242916107,0.9999419450759888,0.767701268196106,0.9999680519104004
RSNA,32fbc636-5413-419b-8539-6e6a7cca9f4b.dcm,1,0.227294921875,False,0.0,0.9999909400939941,0.0,0.9999889135360718,0.9604676961898804,0.9999855756759644
RSNA,eb10b7c7-fc94-488a-a5a9-704876d78ebb.dcm,1,0.18960189819335938,False,0.0,0.9999758005142212,0.0,0.9999529123306274,0.8843512535095215,0.999976396560669
RSNA,08f580ca-6c0e-47ca-9759-851b3c0bb397.dcm,1,0.24840545654296875,False,0.0,0.9999876022338867,0.0,0.9999788999557495,0.9876256585121155,0.999984622001648
RSNA,b47a751f-a3d5-4c63-a738-ca2b7761c58a.dcm,1,0.23702239990234375,False,0.0,0.000275663856882602,0.0,0.00016087375115603209,0.9098465442657471,0.00024298066273331642
RSNA,bca2cc4f-0482-4a86-9bee-2ed85b8dbd75.dcm,1,0.17871856689453125,False,0.0,0.9999898672103882,0.09760458767414093,0.9999923706054688,1.0,0.999987006187439
RSNA,55bf665e-e53b-4320-baa7-4fdaa54447db.dcm,1,0.2195587158203125,False,0.0,0.999993085861206,0.05722782760858536,0.9999932050704956,0.982367753982544,0.9999815225601196
RSNA,6b2e1586-e6d6-4df6-89ce-06d8f4698cac.dcm,1,0.3156318664550781,False,0.001770897302776575,0.5102865099906921,0.04089130833745003,0.019783873111009598,0.9799074530601501,0.9999732971191406
RSNA,a16c339d-0eb4-4010-87a0-f422a08a00bb.dcm,1,0.22579574584960938,False,0.0,0.0028090549167245626,0.02079067938029766,0.0002494074869900942,1.0,0.999976634979248
RSNA,56cd86a4-bfdf-403c-b6ae-b9eea812fccc.dcm,1,0.15862655639648438,False,9.42742990446277e-05,0.9999821186065674,5.785555549664423e-05,0.9999860525131226,0.9738108515739441,0.9999892711639404
RSNA,8a4673b4-243c-432d-b2d6-fbc7500c2cd9.dcm,1,0.18434906005859375,False,0.0,0.999976396560669,0.0,0.9999469518661499,0.941132128238678,0.9999885559082031
RSNA,2037f6cd-d91f-47b9-ad6b-13a629090fdd.dcm,1,0.22474288940429688,False,0.0,0.9999614953994751,0.0,0.9997652173042297,0.9426892995834351,0.9999850988388062
RSNA,a0f962a9-f02a-47ed-894b-392e571994e8.dcm,1,0.21400833129882812,False,0.08191484957933426,0.9999721050262451,0.5280727744102478,0.9999775886535645,0.9970470666885376,0.9999825954437256
RSNA,5b19f8e2-420c-42a8-82d5-5e1e5d30939b.dcm,1,0.2787628173828125,False,0.0017966900486499071,0.9999880790710449,0.014419709332287312,0.9999926090240479,0.8300207257270813,0.9999758005142212
RSNA,aaf0cb77-efe2-4129-ba1e-a7b153132427.dcm,1,0.23246002197265625,False,0.0,0.9999728202819824,0.28705456852912903,0.9999866485595703,0.9792412519454956,0.9999843835830688
RSNA,b1c607c2-6651-4bfa-8a6c-ba85c349927a.dcm,1,0.1686859130859375,False,0.0,0.9999750852584839,0.0,0.9999772310256958,0.964829683303833,0.9999866485595703
RSNA,de0ee373-dd0c-4f75-aa2c-c356d203696e.dcm,1,0.22352981567382812,False,5.7871035096468404e-05,0.9999825954437256,0.0,0.9999561309814453,1.0,0.9999716281890869
RSNA,d5277276-f8f8-40e9-b8e1-791cf5d96ac0.dcm,1,0.21486282348632812,False,0.018686693161725998,0.9999927282333374,0.0,0.9999872446060181,0.9797617793083191,0.9999810457229614
RSNA,ba63abc0-5a00-4ebd-9a89-0972ea1cb7d5.dcm,1,0.23944854736328125,False,0.0,0.9999887943267822,0.0021475430112332106,0.9999853372573853,0.829541802406311,0.9999852180480957
RSNA,77a50626-2a5d-44a8-8013-af001549b769.dcm,1,0.2704887390136719,False,0.3285069167613983,0.9980186223983765,0.3318057954311371,0.9996076226234436,0.9269404411315918,0.9997348189353943
RSNA,45128bfb-0967-46b2-a4b8-23ba3f4f247b.dcm,1,0.2250518798828125,False,0.0,0.9995143413543701,0.0065916432067751884,0.9990794658660889,0.9939100742340088,0.6406431198120117
RSNA,306ff5d4-1ea2-4ce1-9fc7-25a98fac5148.dcm,1,0.18661117553710938,False,0.0,0.9999743700027466,0.0009138768073171377,0.9999712705612183,1.0,0.9999842643737793
RSNA,a7caec7a-dd5a-48af-ab0e-817aa2617b9f.dcm,1,0.19029617309570312,False,0.0,0.9999791383743286,0.0,0.9999876022338867,0.9815258979797363,0.9999674558639526
RSNA,db67501e-2171-42de-8dcc-8a3373055c9d.dcm,1,0.20951080322265625,False,0.01044207438826561,0.9999334812164307,0.0,0.9998331069946289,1.0,0.9999102354049683
RSNA,b84112a1-ffcd-4897-baa1-652f4e460287.dcm,1,0.16696548461914062,False,0.0,0.9999798536300659,0.0,0.9999896287918091,0.9346868991851807,0.9999760389328003
RSNA,b1129974-9d1d-4329-bb38-9979786102ca.dcm,1,0.131805419921875,False,0.0,0.9999703168869019,0.0,0.9998852014541626,0.9399608969688416,0.9999699592590332
RSNA,1617a0bd-1dcf-45a5-8f0c-e0fcbadd48ce.dcm,1,0.19461441040039062,False,0.0,0.9999301433563232,0.045701850205659866,0.9987970590591431,0.9996620416641235,0.9999082088470459
RSNA,e1a10525-e325-40e1-8709-2a9bcf7ad290.dcm,1,0.20603561401367188,False,0.0,0.9999864101409912,0.0,0.999977707862854,0.9585748910903931,0.9999810457229614
RSNA,6e66dd4c-d183-42c7-ad77-32abf6ca9760.dcm,1,0.17000198364257812,False,0.0,0.999982476234436,0.008466380648314953,0.9999723434448242,0.9578014612197876,0.9999895095825195
RSNA,e79c364c-a4a4-4201-b5fc-4b46701b5cf4.dcm,1,0.14823532104492188,False,0.0,0.9999728202819824,0.16725750267505646,0.999963641166687,0.9808350801467896,0.9999735355377197
RSNA,737007e0-adbe-4773-8e57-da8a0c7b3f53.dcm,1,0.163238525390625,False,0.04166846722364426,0.9999819993972778,0.3068704307079315,0.9999589920043945,0.9775596261024475,0.9999822378158569
RSNA,ed5ddfad-977d-4b5c-9584-ba676b156f2e.dcm,1,0.20157623291015625,False,0.0,0.7169025540351868,0.014947334304451942,0.006556610111147165,0.8802778720855713,0.002427176106721163
RSNA,5c08d026-9acd-40ab-abb9-141bc3b6afbd.dcm,1,0.11172103881835938,False,0.0,0.48740705847740173,0.050150059163570404,0.00556184072047472,0.9834493398666382,0.7506934404373169
RSNA,0697baae-e475-4fa3-ad82-51b319a026cc.dcm,1,0.15723800659179688,False,0.0007511157891713083,0.9999532699584961,0.059479571878910065,0.999992847442627,0.9736371040344238,0.9999805688858032
RSNA,a129ce0b-cd13-4625-b58c-5b5c5bf909f5.dcm,1,0.2768974304199219,False,0.012427570298314095,0.9999618530273438,0.035847682505846024,0.9999699592590332,0.8321285247802734,0.9999783039093018
RSNA,467e09de-b9b2-4d84-81af-c7b88314b08c.dcm,1,0.25139617919921875,False,0.0,0.9999480247497559,0.023942694067955017,0.9999815225601196,0.993227481842041,0.999955415725708
RSNA,0c5dc7d1-7022-4e46-bc02-ff9999912edd.dcm,1,0.24274063110351562,False,0.0,0.9999754428863525,0.0,0.9999830722808838,0.9806588888168335,0.9999756813049316
RSNA,93d411f7-22d6-439f-b0f6-ff1ca5a15699.dcm,1,0.23540496826171875,False,0.0045250533148646355,0.9999861717224121,0.04393209517002106,0.9999845027923584,0.9632769227027893,0.9999788999557495
RSNA,390dad2f-bd13-4f16-92af-4e061499eddc.dcm,1,0.16519927978515625,False,0.02526147849857807,0.999930739402771,0.061545610427856445,0.9999212026596069,0.9684906601905823,0.9999773502349854
RSNA,52510771-8dac-4123-9d82-6a8df9ce0a50.dcm,1,0.17583465576171875,False,0.0,0.999992847442627,0.0,0.9999871253967285,0.9889125823974609,0.9999864101409912
RSNA,35ef8c74-74d5-49ae-8b45-98d349344628.dcm,1,0.23383331298828125,False,0.02207162417471409,0.999966025352478,0.06595953553915024,0.9999544620513916,0.904660701751709,0.9999717473983765
RSNA,f4b5f778-32f9-4197-b765-2347e3a4973d.dcm,1,0.2928886413574219,False,0.002583685563877225,0.9999861717224121,0.0,0.9999880790710449,0.8895562291145325,0.9999886751174927
RSNA,5f8240fa-94df-47ed-8f8c-3eca1f92bc28.dcm,1,0.2792167663574219,False,0.06787415593862534,0.9994619488716125,0.10510639101266861,0.9986351132392883,0.9066314101219177,0.9999055862426758
RSNA,78b4b710-15b7-4ea3-b761-c2371594cbf1.dcm,1,0.18503570556640625,False,0.0360877625644207,0.9999234676361084,0.04691743105649948,0.9999324083328247,0.9901276230812073,0.9999798536300659
RSNA,52116588-449a-47a6-85fb-3672c149d7f0.dcm,1,0.22254180908203125,False,0.10231472551822662,0.999988317489624,0.17013618350028992,0.9999858140945435,0.9567797183990479,0.9999812841415405
RSNA,a4a5cd1a-bd42-42e2-89f9-b1617da60a68.dcm,1,0.26996612548828125,False,0.0001983156835194677,0.9999841451644897,0.004500796087086201,0.9999871253967285,0.9228789806365967,0.9999783039093018
RSNA,87ddbd40-b218-4bfd-9a82-2ea252e08c1e.dcm,1,0.22495269775390625,False,0.0,0.744282066822052,0.0,0.9998352527618408,0.9618839621543884,0.9998863935470581
RSNA,25e49cde-cdd9-47ba-9e3c-bc8406433240.dcm,1,0.23142242431640625,False,0.0,0.9999618530273438,0.0,0.9999855756759644,1.0,0.9999889135360718
RSNA,120fd100-b447-4ec9-b4fe-3cdd3f0496e9.dcm,1,0.21094894409179688,False,0.0014650232624262571,0.9999891519546509,0.2493598461151123,0.9999942779541016,0.9783346056938171,0.9999895095825195
RSNA,56a9a226-789b-428e-a1bd-303f4d7a2f1e.dcm,1,0.1929779052734375,False,0.0008688882808201015,0.9999511241912842,0.0,0.999866247177124,0.9736047983169556,0.9999793767929077
RSNA,17f0a95f-5460-4c36-951b-6f9c8834b951.dcm,1,0.2504005432128906,False,0.0010429922258481383,0.9999814033508301,0.08638547360897064,0.9999731779098511,0.9016526341438293,0.9999865293502808
RSNA,be367de2-d888-41df-90bd-82baaa80541f.dcm,1,0.17536163330078125,False,0.0,0.9999836683273315,0.0,0.9999849796295166,0.9938850402832031,0.9999849796295166
RSNA,07a35aa8-491e-49f2-a9a3-13df10f32484.dcm,1,0.2942047119140625,False,0.0,0.8669863343238831,0.0,0.9986634254455566,0.9653933048248291,0.294648677110672
RSNA,d29dee03-1ae6-472d-9685-0d3201fd8689.dcm,1,0.16287612915039062,False,0.0,0.9999754428863525,0.0,0.9999819993972778,0.9814951419830322,0.9999755620956421
RSNA,6e028cf7-8ea4-4e7d-a2b5-0d5bd2eca495.dcm,1,0.22713470458984375,False,0.039423681795597076,0.9999909400939941,0.0,0.9999641180038452,0.9901301264762878,0.9999790191650391
RSNA,6a6df4ea-7a2d-4e5d-9092-d8870a19ec86.dcm,1,0.24728012084960938,False,0.0,0.9999829530715942,0.0,0.999975323677063,0.9975174069404602,0.9999219179153442
RSNA,cf7e865e-f0b1-4a22-8508-f0636247f895.dcm,1,0.21674346923828125,False,0.0,0.999977707862854,0.0,0.9999833106994629,0.9367924332618713,0.9999737739562988
RSNA,419e1001-50d6-40bb-a448-57abdb795117.dcm,1,0.24824142456054688,False,0.0,0.9995107650756836,0.0,0.9999868869781494,0.9789654612541199,0.9995900988578796
RSNA,709f9796-ee68-4825-9bc0-21cf7b2ccdf9.dcm,1,0.20615386962890625,False,0.0,0.9998644590377808,0.0,0.9976951479911804,0.9464314579963684,0.9999545812606812
RSNA,65b87566-709e-4b0f-b4bb-55020515f6e7.dcm,1,0.20903778076171875,False,0.0,0.9999780654907227,0.005013288464397192,0.9999765157699585,0.9534385800361633,0.9999904632568359
RSNA,b54f130a-94fc-49ae-a6b2-5e1c870720a7.dcm,1,0.2583503723144531,False,2.444342135277111e-05,0.9997697472572327,0.0013678270624950528,0.9933360815048218,0.9992443323135376,0.999964714050293
